Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Type","Function","Motor Type","Voltage - Rated","RPM","Torque - Rated (oz-in / mNm)","Power - Rated","Encoder Type","Size / Dimension","Diameter - Shaft","Length - Shaft and Bearing","Mounting Hole Spacing","Termination Style","Features","Gear Reduction Ratio","Torque - Max Momentary (oz-in / mNm)","Operating Temperature","URL"
"https://product.tdk.com/info/en/catalog/datasheets/piezohapt_commercial_phu_en.pdf?ref_disty=digikey","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/696/MFG_PHUA3015-30A-21-000.jpg","445-181629-ND","PHUA3015-30A-21-000","TDK","TDK","VIBRATION PIEZO MOTOR 12V","332","29.35","0","1","Tray","PiezoHapt™","Active","DC Motor","Vibration, Piezo (Haptic)","-","12VDC","-","-","-","-","Rectangular - 1.181"" x 0.591"" (30.00mm x 15.00mm)","-","-","-","Solder Pad","-","-","-","-10°C ~ 60°C","https://www.digikey.com/en/products/detail/tdk/PHUA3015-30A-21-000/10229236"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/through-hole/v-z6sc0b0060081","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/996/MFG_Z6SC0B0060081.jpg","1670-VZ6SC0B0060081-ND","VZ6SC0B0060081","Vybronics Inc","Vybronics, Inc","VIBRATION MOTOR CYL 3V PIN 1.1G","1,204","2.58","0","1","Tray","Z6S","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","10000 RPM","-","-","-","Round - 0.268"" Dia (6.80mm)","-","0.161"" (4.10mm)","-","PC Pin","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ6SC0B0060081/8343748"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/v-z30l4b8790698l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/323/Z30L4B8790698L.JPG","1670-VZ30L4B8790698L-ND","VZ30L4B8790698L","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 14K RPM 0.5G","817","2.78","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","14000 RPM","-","-","-","Rectangular - 0.181"" x 0.142"" (4.60mm x 3.60mm)","-","0.150"" (3.80mm)","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ30L4B8790698L/9974276"
"https://www.vybronics.com/coin-vibration-motors/with-brushes/v-c1034h025l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4260/MFG_VC1034H025L.jpg","1670-VC1034H025L-ND","VC1034H025L","Vybronics Inc","Vybronics, Inc","VIBRATION COIN 1.5V LO CURR 0.3G","1,783","2.82","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","1.5VDC","9000 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VC1034H025L/12323591"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/spring-contacts/v-z3th8b171700l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2862/MFG_Z3TH8B171700L.jpg","1670-VZ3TH8B171700L-ND","VZ3TH8B171700L","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 13K RPM 0.4G","2,364","2.84","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","2.7VDC","13000 RPM","-","-","-","Rectangular - 0.150"" x 0.114"" (3.80mm ~ 2.90mm)","-","0.164"" (4.17mm)","-","Pressure Contact","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ3TH8B171700L/15220808"
"https://www.vybronics.com/wp-content/uploads/datasheet-files/Vybronics-VZ4FC1B0951788U-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/MFG_VZ4FC1B0951788U.jpg","1670-VZ4FC1B0951788UTR-ND,1670-VZ4FC1B0951788UCT-ND,1670-VZ4FC1B0951788UDKR-ND","VZ4FC1B0951788U","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MOTOR 9K RPM 0.9G","393","2.84","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","VZ","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","10000 RPM","0.977 / 6.9","-","-","Rectangular - 0.191"" x 0.177"" (4.85mm x 4.50mm)","-","0.156"" (3.95mm)","-","Solder Tab","-","-","-","-20°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ4FC1B0951788U/24629413"
"https://www.vybronics.com/wp-content/uploads/datasheet-files/Vybronics-VZ7AL2B1692082-L15-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/MFG_VZ7AL2B1692082-L15.jpg","1670-VZ7AL2B1692082-L15-ND","VZ7AL2B1692082-L15","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 12K RPM 5.1G","245","2.92","0","1","Tray","VZ","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","12000 RPM","7.1 / 50","-","-","Round - 0.347"" Dia (8.80mm)","-","0.256"" (6.50mm)","-","Wire Leads","-","-","-","-30°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ7AL2B1692082-L15/24629410"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/spring-contacts/v-z4th5b1241993l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1193/MFG_Z4TH5B1241992.jpg","1670-VZ4TH5B1241993L-ND","VZ4TH5B1241993L","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 14K RPM 0.8G","4,759","2.94","0","1","Tray","Z4TH","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","14000 RPM","-","-","-","Rectangular - 0.181"" x 0.193"" (4.60mm x 4.90mm)","-","0.118"" (3.00mm)","-","Pressure Contact","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ4TH5B1241993L/15771302"
"https://www.vybronics.com/coin-vibration-motors/with-brushes/v-c1027b200n","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4270/MFG_C1027B200N.jpg","1670-VC1027B200N-ND","VC1027B200N","Vybronics Inc","Vybronics, Inc","VIBRATION COIN MTR 9K RPM 1.1G","3,442","2.94","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","9000 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Pressure Contact","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VC1027B200N/12323587"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/through-hole/v-z6dcbb0735091","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/830/MFG_Z6DCBB0735091.jpg","1670-VZ6DCBB0735091-ND","VZ6DCBB0735091","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MOTOR 7K RPM 1.3G","3,202","2.94","0","1","Tray","Z6D","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","7000 RPM","-","-","-","Round - 0.268"" Dia (6.80mm)","-","-","-","PC Pin","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ6DCBB0735091/6009923"
"https://www.vybronics.com/coin-vibration-motors/with-brushes/v-c1020b111f","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/943/MFG_C1020B111F.jpg","1670-VC1020B111F-ND","VC1020B111F","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MOTOR 10K RPM 0.7G","1,343","2.94","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","13500 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VC1020B111F/6009910"
"https://www.vybronics.com/coin-vibration-motors/with-brushes/v-c1027b077l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4430/MFG_VC1027B077L.jpg","1670-VC1027B077L-ND","VC1027B077L","Vybronics Inc","Vybronics, Inc","VIBRATION MOTOR 10K RPM 0.8G","1,095","2.94","0","1","Tray","VC","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","13500 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Solder Tab","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VC1027B077L/16376013"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/v-z4kl2b0030471","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1141/MFG_Z4KL2B0030471.jpg","1670-VZ4KL2B0030471-ND","VZ4KL2B0030471","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 10.5K RPM 1.3G","850","2.94","0","1","Tray","Z4KL","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","10500 RPM","-","-","-","Rectangular - 0.197"" x 0.205"" (5.00mm x 5.20mm)","-","-","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ4KL2B0030471/6009919"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/v-z4tl2b124064x","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/925/MFG_Z4TL2B124064X.jpg","1670-VZ4TL2B124064X-ND","VZ4TL2B124064X","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 15K RPM 1.3G","337","2.94","0","1","Tray","Z4TL","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","15000 RPM","-","-","-","Round - 0.181"" Dia (4.60mm)","-","0.150"" (3.80mm)","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ4TL2B124064X/6009921"
"https://www.vybronics.com/wp-content/uploads/datasheet-files/Vybronics-VZ6DC1B1750093-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6986/VZ6DC1B1750093.jpg","1670-VZ6DC1B1750093-ND","VZ6DC1B1750093","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 12K RPM 2.5G","1,598","3.07","0","1","Tray","VZ","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","12000 RPM","3.5 / 24.5","-","-","Rectangular - 0.268"" x 0.260"" (6.80mm x 6.60mm)","-","0.217"" (5.50mm)","-","PC Pin","-","-","-","-30°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ6DC1B1750093/24629414"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/low-current/v-z4tl2b0370055l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2653/MFG_Z4TL2B0370055L.jpg","1670-VZ4TL2B0370055L-ND","VZ4TL2B0370055L","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR LOW CURR 0.7G","842","3.11","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","10000 RPM","-","-","-","Rectangular - 0.177"" x 0.157"" (4.50mm ~ 4.00mm)","-","0.154"" (3.90mm)","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ4TL2B0370055L/15220806"
"https://www.vybronics.com/coin-vibration-motors/with-brushes/v-clp0820b004l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/698/MFG_CLP0820B004L.jpg","1670-VCLP0820B004L-ND","VCLP0820B004L","Vybronics Inc","Vybronics, Inc","VIBRATION COIN 3V LOW CURR 0.25G","3,450","3.15","0","1","Tray","CLP","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","9000 RPM","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VCLP0820B004L/10285889"
"https://www.vybronics.com/coin-vibration-motors/with-brushes/v-c1018b001l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/694/MFG_C1018B001L.jpg","1670-VC1018B001L-ND","VC1018B001L","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MOTOR 10K RPM 0.4G","920","3.15","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","10000 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VC1018B001L/9974295"
"https://www.vybronics.com/wp-content/uploads/datasheet-files/Vybronics-VC1020B327F-Jinlong-C1020B327F-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/878/MFG_C1020B327F.jpg","1670-VC1020B327F-ND","VC1020B327F","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 10K RPM 0.7G","684","3.15","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","13500 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Wire Leads with Connector","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VC1020B327F/9356386"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/v-z6dl2b0541192","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/694/MFG_Z6DL2B0541192.jpg","1670-VZ6DL2B0541192-ND","VZ6DL2B0541192","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 11K RPM 2.4G","530","3.19","0","1","Tray","Z6DL2","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","11000 RPM","-","-","-","Square - 0.264"" x 0.264"" (6.70mm x 6.70mm)","-","0.197"" (5.00mm)","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ6DL2B0541192/9974293"
"https://www.vybronics.com/coin-vibration-motors/with-brushes/v-c0820b006f","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/892/MFG_C0820B006F.jpg","1670-VC0820B006F-ND","VC0820B006F","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 10K RPM 0.3G","456","3.31","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","10000 RPM","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VC0820B006F/6009906"
"https://www.vybronics.com/coin-vibration-motors/double-magnet/v-cdm0834b004l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2793/MFG_VCDM0834B004L.jpg","1670-VCDM0834B004L-ND","VCDM0834B004L","Vybronics Inc","Vybronics, Inc","VIBRATION MTR DUAL MAGNET 1G","16,421","3.37","0","1","Tray","CDM","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","10000 RPM","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VCDM0834B004L/12323646"
"https://www.vybronics.com/coin-vibration-motors/lra/v-g0832008","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2364/MFG_G0832008.jpg","1670-VG0832008-ND","VG0832008","Vybronics Inc","Vybronics, Inc","VIBRATION LRA MOTOR 235HZ 1G","195","3.41","0","1","Tray","-","Active","AC Motor","Vibration, LRA (Haptic)","-","1.8VAC","-","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Solder Tab","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VG0832008/6817059"
"https://www.vybronics.com/coin-vibration-motors/double-magnet/v-cdm1027b003l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1081/CDM1027B003L.jpg","1670-VCDM1027B003L-ND","VCDM1027B003L","Vybronics Inc","Vybronics, Inc","VIBRATION MTR DUAL MAGNET 1.2G","1,270","3.45","0","1","Tray","CDM","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","15000 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VCDM1027B003L/12323582"
"https://www.vybronics.com/coin-vibration-motors/with-brushes/v-c0825b002f","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1111/MFG_C0825B002F.jpg","1670-VC0825B002F-ND","VC0825B002F","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 10K RPM 0.5G","1,044","3.57","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","13500 RPM","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VC0825B002F/6009907"
"https://www.vybronics.com/coin-vibration-motors/lra/v-g0832014l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3663/MFG_VG0832014L.jpg","1670-VG0832014L-ND","VG0832014L","Vybronics Inc","Vybronics, Inc","VIBRATION LRA MOTOR 235HZ 1G","1,527","3.63","0","1","Tray","VG","Active","AC Motor","Vibration, LRA (Haptic)","-","1.8VAC","-","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Solder Tab","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VG0832014L/16376022"
"https://www.vybronics.com/coin-vibration-motors/lra/v-g0832009l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3766/MFG_VG0832009L.jpg","1670-VG0832009L-ND","VG0832009L","Vybronics Inc","Vybronics, Inc","VIBRATION LRA MOTOR 235HZ 1G","1,333","3.7","0","1","Tray","VG","Active","AC Motor","Vibration, LRA (Haptic)","-","1.8VAC","-","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Pressure Contact","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VG0832009L/16376023"
"https://puiaudio.com/file/specs-HD-EM1003-LW15-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3831/MFG_HD-EM1003-LW15-R.jpg","668-HD-EM1003-LW15-R-ND","HD-EM1003-LW15-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 3VDC 46OHM 12000RPM","1,181","3.7","0","1","Tray","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","12000 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Wire Leads","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EM1003-LW15-R/16522070"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/strong/v-jp20-84j001u","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7151/MFG_VJP20-84J001U.jpg","1670-VJP20-84J001U-ND","VJP20-84J001U","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 6.5K RPM 7.6G","712","3.85","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","6500 RPM","-","-","-","-","0.079"" (2.00mm)","0.465"" (11.80mm)","-","Solder Tab","-","-","-","-10°C ~ 65°C","https://www.digikey.com/en/products/detail/vybronics-inc/VJP20-84J001U/26813183"
"https://www.vybronics.com/linear-lra-vibration-motors/v-lv041235l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/428/MFG_VLV041235L.jpg","1670-VLV041235L-ND","VLV041235L","Vybronics Inc","Vybronics, Inc","VIBRATION LRA MOTOR 240HZ 1.6G","732","3.9","0","1","Tray","-","Active","AC Motor","Vibration, LRA (Haptic)","-","1.8VAC","-","-","-","-","Rectangular - 0.157"" x 0.472"" (4.00mm x 12.00mm)","-","-","-","Solder Tab","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VLV041235L/12323578"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/strong/v-jp12-25f190","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5792/MFG_VJP12-25F190.jpg","1670-VJP12-25F190-ND","VJP12-25F190","Vybronics Inc","Vybronics, Inc","VIBRATION MOTOR 16K RPM 6.0G","3,489","3.92","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","10000 RPM","0.083 / 0.588","-","-","Rectangular - 0.472"" x 0.394"" (12.00mm x 10.00mm)","-","0.276"" (7.00mm)","-","Wire Leads","-","-","-","-15°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VJP12-25F190/21800200"
"https://www.vybronics.com/coin-vibration-motors/lra/v-g0832043j","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8054/MFG_VG0832043J.jpg","1670-VG0832043J-ND","VG0832043J","Vybronics Inc","Vybronics, Inc","VIBRATION LRA MTR 205 HZ 1.0G","812","3.95","0","1","Tray","-","Active","AC Motor","Vibration, LRA (Haptic)","-","1.8VAC","-","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Pressure Contact","-","-","-","-25°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VG0832043J/26813187"
"https://www.vybronics.com/coin-vibration-motors/bldc-brushless/v-w0625ab001g","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/694/MFG_W0625AB001G.jpg","1670-VW0625AB001G-ND","VW0625AB001G","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 15K RPM 0.55G","845","4","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","15000 RPM","-","-","-","Round - 0.236"" Dia (6.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VW0625AB001G/9974285"
"https://www.vybronics.com/linear-lra-vibration-motors/v-lv041235l-l20","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5792/MFG_VLV041235L-L20.jpg","1670-VLV041235L-L20-ND","VLV041235L-L20","Vybronics Inc","Vybronics, Inc","VIBRATION LRA MOTOR 240HZ 1.6G","286","4","0","1","Tray","-","Active","AC Motor","Vibration, LRA (Haptic)","-","1.8VAC","-","0.022 / 0.157","-","-","Rectangular - 0.157"" x 0.138"" (4.00mm x 3.50mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VLV041235L-L20/21800110"
"https://www.vybronics.com/linear-lra-vibration-motors/v-lv041235l-fp421","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7151/MFG_VLV041235L-FP421.jpg","1670-VLV041235L-FP421-ND","VLV041235L-FP421","Vybronics Inc","Vybronics, Inc","VIBRATION LRA MTR 240 HZ 1.6G","888","4.19","0","1","Tray","-","Active","AC Motor","Vibration, LRA (Haptic)","-","1.8VAC","-","-","-","-","Rectangular - 0.157"" x 0.138"" (4.00mm x 3.50mm)","-","-","-","Solder Tab","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VLV041235L-FP421/26813186"
"https://puiaudio.com/file/specs-HD-LA0803-LW10-R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4492/MFG_HD-LA0803-LW10-R.jpg","668-HD-LA0803-LW10-R-ND","HD-LA0803-LW10-R","PUI Audio, Inc.","PUI Audio, Inc.","HD MOTOR 2VDC 32OHM .1.5G","347","4.31","0","1","Tray","Haptics","Active","AC Motor","Vibration, LRA (Haptic)","-","2VAC","-","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 70°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-LA0803-LW10-R/16522076"
"https://api.puiaudio.com/filename/HD-EMC1103-LW27.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6478/MFG_HD-EMC1103-LW27.jpg","668-HD-EMC1103-LW27-ND","HD-EMC1103-LW27","PUI Audio, Inc.","PUI Audio, Inc.","11X3.4MM BRUSHLESS ERM HAPTIC","106","4.57","0","1","Bulk","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3.7VDC","8000 RPM","-","-","-","Round - 0.472"" Dia (12.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 70°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMC1103-LW27/25853667"
"https://puiaudio.com/file/specs-HD-EMC0503-LW27.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6478/MFG_HD-EMC0503-LW27.jpg","668-HD-EMC0503-LW27-ND","HD-EMC0503-LW27","PUI Audio, Inc.","PUI Audio, Inc.","5X2.5MM 3V BRUSHLESS ERM HAPTIC","106","4.92","0","1","Bulk","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","10000 RPM","-","-","-","Round - 0.197"" Dia (5.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 70°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMC0503-LW27/25853673"
"https://www.vybronics.com/coin-vibration-motors/lra/v-g0840001d","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3756/MFG_VG0840001D.jpg","1670-VG0840001D-ND","VG0840001D","Vybronics Inc","Vybronics, Inc","VIBRATION LRA MOTOR 170HZ 1G","740","5.16","0","1","Tray","-","Active","AC Motor","Vibration, LRA (Haptic)","-","2VAC","-","-","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Solder Tab","-","-","-","-15°C ~ 55°C","https://www.digikey.com/en/products/detail/vybronics-inc/VG0840001D/15220809"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/low-current/v-z4th7b2120042p","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1001/Z4TH7B2120042P.jpg","1670-VZ4TH7B2120042P-ND","VZ4TH7B2120042P","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR LOW CURR 0.45G","1,084","5.17","0","1","Tray","Z4TH","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","8000 RPM","-","-","-","Rectangular - 0.197"" x 0.181"" (5.00mm x 4.60mm)","-","0.150"" (3.80mm)","-","Pressure Contact","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ4TH7B2120042P/12323580"
"https://puiaudio.com/file/specs-HD-LA0503-LW28.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6478/MFG_HD-LA0503-LW28.jpg","668-HD-LA0503-LW28-ND","HD-LA0503-LW28","PUI Audio, Inc.","PUI Audio, Inc.","5X2.6MM LRA HAPTIC 0.7G","302","5.19","0","1","Bulk","Haptics","Active","AC Motor","Vibration, LRA (Haptic)","-","-","-","-","-","-","Round - 0.236"" Dia (6.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-LA0503-LW28/25853669"
"https://www.vybronics.com/linear-lra-vibration-motors/v-lv152564w-80h","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7151/MFG_VLV152564W-80H.jpg","1670-VLV152564W-80H-ND","VLV152564W-80H","Vybronics Inc","Vybronics, Inc","VIBRATION LRA MTR 80 HZ 1.0G","390","5.36","0","1","Tray","-","Obsolete","AC Motor","Vibration, LRA (Haptic)","-","1.4VAC","-","-","-","-","Rectangular - 0.976"" x 0.575"" (24.80mm x 14.60mm)","-","-","-","Solder Tab","-","-","-","-20°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VLV152564W-80H/26813185"
